4	TRINITY_DN19_c0_g1_i1	100.000	174	0	0	1	174	632	805	1.20e-90	322
18	TRINITY_DN23_c0_g1_i2	100.000	39	0	0	1	39	152	114	2.11e-16	73.1
86	TRINITY_DN16_c0_g1_i21	100.000	34	0	0	1	34	1448	1481	1.07e-13	63.9
105	TRINITY_DN8_c0_g1_i1	100.000	92	0	0	1	92	271	180	2.24e-45	171
112	TRINITY_DN14_c0_g1_i2	100.000	31	0	0	1	31	155	125	4.25e-12	58.4
120	TRINITY_DN17_c0_g1_i3	100.000	36	0	0	1	36	226	191	8.63e-15	67.6
135	TRINITY_DN20_c0_g1_i2	99.728	368	1	0	1	368	1119	752	0.0	675
136	TRINITY_DN16_c0_g1_i21	100.000	64	0	0	1	64	625	562	5.34e-30	119
140	TRINITY_DN11_c0_g1_i1	100.000	28	0	0	1	28	182	209	1.65e-10	52.8
157	TRINITY_DN17_c0_g1_i4	100.000	48	0	0	1	48	183	136	2.85e-21	89.8
159	TRINITY_DN17_c0_g1_i4	98.148	54	1	0	1	54	16	69	7.20e-23	95.3
165	TRINITY_DN13_c0_g1_i2	97.647	85	2	0	1	85	132	48	3.43e-38	147
212	TRINITY_DN20_c0_g1_i2	98.936	94	1	0	1	94	1179	1272	8.25e-45	169
216	TRINITY_DN18_c0_g1_i4	100.000	63	0	0	1	63	635	573	1.88e-29	117
301	TRINITY_DN21_c0_g3_i1	99.681	313	1	0	1	313	572	260	5.60e-166	573
311	TRINITY_DN21_c0_g2_i4	100.000	50	0	0	1	50	749	700	2.33e-22	93.5
316	TRINITY_DN18_c0_g1_i4	100.000	31	0	0	1	31	215	245	4.25e-12	58.4
322	TRINITY_DN20_c0_g1_i2	100.000	32	0	0	1	32	1392	1361	1.25e-12	60.2
323	TRINITY_DN22_c0_g1_i2	100.000	30	0	0	1	30	51	80	1.44e-11	56.5
366	TRINITY_DN15_c0_g1_i1	100.000	94	0	0	1	94	829	736	1.77e-46	174
381	TRINITY_DN21_c0_g1_i10	100.000	32	0	0	1	32	921	890	1.25e-12	60.2
410	TRINITY_DN2_c0_g1_i1	100.000	94	0	0	1	94	251	158	1.77e-46	174
412	TRINITY_DN19_c0_g1_i1	100.000	34	0	0	1	34	1296	1263	1.07e-13	63.9
480	TRINITY_DN22_c0_g2_i2	100.000	50	0	0	1	50	122	73	2.33e-22	93.5
500	TRINITY_DN12_c0_g1_i1	100.000	102	0	0	1	102	466	567	6.97e-51	189
581	TRINITY_DN18_c0_g1_i4	100.000	32	0	0	1	32	449	480	1.25e-12	60.2
589	TRINITY_DN21_c0_g3_i1	100.000	98	0	0	1	98	100	3	1.13e-48	182
604	TRINITY_DN16_c0_g1_i21	100.000	73	0	0	1	73	1373	1445	6.14e-35	135
608	TRINITY_DN22_c0_g2_i3	100.000	29	0	0	1	29	273	245	4.89e-11	54.7
610	TRINITY_DN22_c0_g2_i2	100.000	61	0	0	1	61	1903	1963	2.33e-28	113
631	TRINITY_DN21_c0_g1_i10	100.000	64	0	0	1	64	371	434	5.44e-30	119
661	TRINITY_DN22_c0_g2_i2	100.000	31	0	0	1	31	1512	1482	4.25e-12	58.4
698	TRINITY_DN22_c0_g2_i3	100.000	36	0	0	1	36	522	557	8.63e-15	67.6
699	TRINITY_DN22_c0_g2_i3	100.000	152	0	0	1	152	462	311	1.75e-78	281
754	TRINITY_DN15_c0_g1_i1	98.750	160	2	0	1	160	1574	1415	1.43e-79	285
768	TRINITY_DN15_c0_g1_i1	100.000	84	0	0	1	84	1922	1839	5.61e-41	156
786	TRINITY_DN21_c0_g2_i4	100.000	32	0	0	1	32	188	157	1.25e-12	60.2
801	TRINITY_DN15_c0_g1_i1	98.214	56	1	0	1	56	1966	1911	5.84e-24	99.0
816	TRINITY_DN16_c0_g1_i21	100.000	187	0	0	3	189	1834	1648	7.77e-98	346
818	TRINITY_DN22_c0_g2_i2	100.000	89	0	0	1	89	758	846	1.00e-43	165
819	TRINITY_DN4_c0_g1_i2	100.000	55	0	0	1	55	22	76	4.41e-25	102
821	TRINITY_DN23_c0_g1_i2	100.000	41	0	0	1	41	81	121	1.76e-17	76.8
853	TRINITY_DN19_c0_g1_i1	99.497	199	1	0	1	199	1931	2129	8.16e-103	363
891	TRINITY_DN19_c0_g1_i1	100.000	84	0	0	1	84	1843	1760	5.61e-41	156
904	TRINITY_DN17_c0_g1_i4	100.000	33	0	0	1	33	119	151	3.65e-13	62.1
959	TRINITY_DN21_c0_g2_i4	100.000	413	0	0	1	413	169	581	0.0	763
960	TRINITY_DN18_c0_g1_i4	100.000	122	0	0	1	122	199	78	6.54e-62	226
991	TRINITY_DN16_c0_g1_i21	100.000	41	0	0	1	41	646	606	1.76e-17	76.8
994	TRINITY_DN22_c0_g2_i3	100.000	33	0	0	1	33	481	513	3.65e-13	62.1
1008	TRINITY_DN17_c0_g2_i1	98.810	168	2	0	1	168	192	25	5.39e-84	300
1074	TRINITY_DN21_c0_g1_i10	100.000	68	0	0	1	68	463	530	3.38e-32	126
1079	TRINITY_DN16_c0_g1_i21	100.000	64	0	0	1	64	468	405	5.34e-30	119
1112	TRINITY_DN22_c0_g2_i2	100.000	38	0	0	1	38	2352	2389	7.28e-16	71.3
1115	TRINITY_DN20_c0_g1_i2	100.000	28	0	0	1	28	1122	1149	1.65e-10	52.8
1166	TRINITY_DN4_c0_g1_i2	100.000	28	0	0	1	28	228	255	1.76e-10	52.8
1188	TRINITY_DN18_c0_g1_i4	98.246	57	1	0	1	57	508	564	1.66e-24	100
1200	TRINITY_DN22_c0_g2_i3	100.000	31	0	0	1	31	502	532	4.25e-12	58.4
1218	TRINITY_DN17_c0_g1_i3	100.000	45	0	0	1	45	180	136	1.21e-19	84.2
1227	TRINITY_DN21_c0_g2_i4	100.000	51	0	0	1	51	120	170	6.66e-23	95.3
1235	TRINITY_DN19_c0_g1_i1	100.000	28	0	0	1	28	832	805	1.65e-10	52.8
1284	TRINITY_DN19_c0_g1_i1	100.000	41	0	0	1	41	1830	1870	1.76e-17	76.8
1328	TRINITY_DN23_c0_g1_i1	100.000	86	0	0	1	86	658	573	4.46e-42	159
1405	TRINITY_DN19_c0_g1_i1	99.457	184	1	0	1	184	924	1107	1.63e-94	335
1426	TRINITY_DN21_c0_g1_i5	100.000	107	0	0	1	107	907	1013	1.23e-53	198
1450	TRINITY_DN21_c0_g1_i10	100.000	41	0	0	1	41	390	350	1.76e-17	76.8
1465	TRINITY_DN21_c0_g1_i9	100.000	34	0	0	1	34	1387	1354	1.07e-13	63.9
1537	TRINITY_DN22_c0_g2_i3	100.000	28	0	0	1	28	303	330	1.65e-10	52.8
1653	TRINITY_DN22_c0_g2_i3	100.000	28	0	0	1	28	262	235	1.65e-10	52.8
1659	TRINITY_DN19_c0_g1_i1	100.000	34	0	0	1	34	936	903	1.07e-13	63.9
1689	TRINITY_DN14_c0_g1_i2	100.000	104	0	0	1	104	596	699	5.52e-52	193
1731	TRINITY_DN20_c0_g1_i4	100.000	41	0	0	1	41	161	201	1.76e-17	76.8
1741	TRINITY_DN22_c0_g2_i2	100.000	28	0	0	1	28	1735	1762	1.65e-10	52.8
1749	TRINITY_DN16_c0_g1_i21	100.000	37	0	0	1	37	1601	1637	2.51e-15	69.4
1796	TRINITY_DN16_c0_g1_i21	100.000	42	0	0	1	42	1467	1426	5.07e-18	78.7
1797	TRINITY_DN22_c0_g2_i2	98.305	59	1	0	1	59	707	649	1.35e-25	104
1824	TRINITY_DN16_c0_g1_i21	100.000	50	0	0	1	50	1667	1618	2.33e-22	93.5
1825	TRINITY_DN20_c0_g1_i5	100.000	57	0	0	1	57	354	410	3.57e-26	106
1832	TRINITY_DN12_c0_g1_i1	100.000	92	0	0	1	92	1494	1585	2.24e-45	171
1860	TRINITY_DN18_c0_g1_i2	97.368	76	2	0	1	76	660	735	3.01e-33	130
1901	TRINITY_DN14_c0_g1_i2	100.000	56	0	0	1	56	601	546	1.26e-25	104
1907	TRINITY_DN23_c0_g1_i1	100.000	204	0	0	1	204	453	250	2.99e-107	377
1958	TRINITY_DN18_c0_g1_i4	100.000	29	0	0	1	29	456	428	4.89e-11	54.7
1964	TRINITY_DN21_c0_g2_i4	100.000	49	0	0	1	49	567	615	8.15e-22	91.6
2057	TRINITY_DN21_c0_g1_i10	99.248	133	1	0	1	133	707	575	2.55e-66	241
2060	TRINITY_DN22_c0_g2_i2	99.565	230	1	0	1	230	601	372	5.58e-120	420
2066	TRINITY_DN22_c0_g2_i3	100.000	50	0	0	1	50	71	120	3.17e-22	93.5
2097	TRINITY_DN23_c0_g1_i2	100.000	120	0	0	1	120	135	254	8.30e-61	222
2098	TRINITY_DN15_c0_g1_i1	98.857	175	2	0	1	175	541	367	7.24e-88	313
2120	TRINITY_DN22_c0_g2_i2	100.000	41	0	0	1	41	2286	2246	1.76e-17	76.8
2147	TRINITY_DN21_c0_g1_i10	100.000	47	0	0	1	47	1189	1143	9.94e-21	87.9
2148	TRINITY_DN21_c0_g2_i4	100.000	32	0	0	1	32	688	719	1.25e-12	60.2
2162	TRINITY_DN16_c0_g1_i21	99.074	108	1	0	1	108	1937	1830	1.60e-52	195
2195	TRINITY_DN10_c0_g1_i1	100.000	96	0	0	1	96	183	88	1.41e-47	178
2253	TRINITY_DN22_c0_g2_i2	100.000	34	0	0	1	34	110	143	1.07e-13	63.9
2258	TRINITY_DN22_c0_g2_i2	100.000	32	0	0	1	32	2370	2401	1.25e-12	60.2
2270	TRINITY_DN22_c0_g1_i1	99.703	674	2	0	1	674	169	842	0.0	1234
2330	TRINITY_DN23_c0_g2_i1	100.000	58	0	0	1	58	116	59	1.02e-26	108
2364	TRINITY_DN21_c0_g3_i1	100.000	85	0	0	1	85	711	795	6.45e-41	158
2404	TRINITY_DN19_c0_g1_i1	99.375	160	1	0	1	160	1392	1551	3.07e-81	291
2498	TRINITY_DN16_c0_g1_i20	100.000	37	0	0	1	37	1409	1373	2.51e-15	69.4
2502	TRINITY_DN18_c0_g1_i4	100.000	41	0	0	1	41	230	190	1.76e-17	76.8
2537	TRINITY_DN22_c0_g1_i1	100.000	132	0	0	150	281	961	830	4.47e-67	244
2623	TRINITY_DN21_c0_g1_i10	100.000	68	0	0	1	68	1550	1617	3.38e-32	126
2658	TRINITY_DN16_c0_g1_i20	100.000	64	0	0	1	64	1475	1412	5.34e-30	119
2695	TRINITY_DN15_c0_g1_i1	100.000	67	0	0	1	67	290	224	1.19e-31	124
2712	TRINITY_DN13_c0_g1_i2	99.074	108	1	0	1	108	268	375	1.60e-52	195
2719	TRINITY_DN4_c0_g1_i2	100.000	126	0	0	1	126	188	63	4.05e-64	233
2792	TRINITY_DN14_c0_g1_i2	100.000	30	0	0	1	30	294	265	1.44e-11	56.5
2815	TRINITY_DN19_c0_g1_i1	99.091	110	1	0	1	110	813	922	1.27e-53	198
2841	TRINITY_DN14_c0_g1_i2	100.000	56	0	0	1	56	136	191	1.26e-25	104
2888	TRINITY_DN22_c0_g2_i2	100.000	29	0	0	1	29	1751	1779	4.89e-11	54.7
2892	TRINITY_DN21_c0_g2_i3	100.000	95	0	0	1	95	819	725	4.99e-47	176
2896	TRINITY_DN20_c0_g1_i5	99.219	128	1	0	1	128	183	310	1.48e-63	231
2922	TRINITY_DN22_c0_g2_i2	100.000	38	0	0	1	38	1672	1709	7.28e-16	71.3
2930	TRINITY_DN21_c0_g1_i10	100.000	102	0	0	1	102	1162	1061	6.97e-51	189
2967	TRINITY_DN23_c0_g1_i2	100.000	32	0	0	1	32	133	102	1.25e-12	60.2
2982	TRINITY_DN14_c0_g1_i2	100.000	175	0	0	1	175	297	471	3.35e-91	324
2991	TRINITY_DN14_c0_g2_i2	100.000	28	0	0	1	28	154	127	1.65e-10	52.8
3022	TRINITY_DN14_c0_g2_i2	100.000	33	0	0	1	33	114	146	3.65e-13	62.1
3050	TRINITY_DN19_c0_g1_i1	100.000	33	0	0	1	33	824	792	3.65e-13	62.1
3111	TRINITY_DN27_c0_g1_i1	100.000	97	0	0	1	97	154	58	3.96e-48	180
3141	TRINITY_DN22_c0_g1_i2	100.000	30	0	0	1	30	90	61	1.44e-11	56.5
3156	TRINITY_DN18_c0_g1_i4	100.000	31	0	0	1	31	435	405	4.25e-12	58.4
3167	TRINITY_DN17_c0_g1_i4	100.000	28	0	0	1	28	192	165	1.65e-10	52.8
3181	TRINITY_DN21_c0_g3_i1	100.000	150	0	0	1	150	711	562	2.23e-77	278
3193	TRINITY_DN20_c0_g1_i2	100.000	41	0	0	1	41	1253	1293	1.76e-17	76.8
3208	TRINITY_DN15_c0_g1_i1	100.000	43	0	0	1	43	1216	1258	1.46e-18	80.5
3252	TRINITY_DN16_c0_g1_i20	100.000	84	0	0	1	84	1679	1596	5.61e-41	156
3264	TRINITY_DN21_c0_g1_i5	100.000	136	0	0	1	136	1144	1279	1.21e-69	252
3286	TRINITY_DN22_c0_g2_i2	100.000	116	0	0	1	116	1490	1375	1.34e-58	215
3295	TRINITY_DN20_c0_g1_i3	100.000	271	0	0	1	271	608	338	2.31e-144	501
3338	TRINITY_DN16_c0_g1_i21	100.000	28	0	0	1	28	885	858	1.65e-10	52.8
3438	TRINITY_DN16_c0_g1_i21	100.000	442	0	0	1	442	1310	869	0.0	817
3441	TRINITY_DN19_c0_g1_i1	100.000	46	0	0	1	46	1282	1237	3.47e-20	86.1
3460	TRINITY_DN16_c0_g1_i16	100.000	36	0	0	1	36	1596	1631	8.63e-15	67.6
3477	TRINITY_DN21_c0_g2_i2	100.000	40	0	0	1	40	693	654	6.10e-17	75.0
3520	TRINITY_DN23_c0_g1_i1	100.000	114	0	0	1	114	867	980	1.69e-57	211
3613	TRINITY_DN22_c0_g2_i2	98.565	209	3	0	1	209	131	339	5.14e-105	370
3664	TRINITY_DN17_c0_g1_i4	100.000	48	0	0	1	48	91	138	2.85e-21	89.8
3671	TRINITY_DN22_c0_g2_i2	100.000	55	0	0	1	55	1814	1760	4.41e-25	102
3685	TRINITY_DN16_c0_g1_i19	100.000	75	0	0	1	75	1916	1842	4.91e-36	139
3688	TRINITY_DN11_c0_g1_i1	100.000	29	0	0	1	29	114	142	4.89e-11	54.7
3747	TRINITY_DN21_c0_g1_i6	99.469	377	2	0	1	377	50	426	0.0	686
3766	TRINITY_DN21_c0_g2_i4	100.000	49	0	0	1	49	4	52	8.15e-22	91.6
3766	TRINITY_DN21_c0_g2_i4	100.000	49	0	0	1	49	62	110	8.15e-22	91.6
3796	TRINITY_DN19_c0_g1_i1	100.000	46	0	0	1	46	1246	1201	3.47e-20	86.1
3803	TRINITY_DN21_c0_g1_i9	100.000	41	0	0	1	41	1408	1368	1.76e-17	76.8
3804	TRINITY_DN21_c0_g1_i10	100.000	41	0	0	1	41	1409	1369	1.76e-17	76.8
3813	TRINITY_DN23_c0_g1_i2	100.000	81	0	0	1	81	20	100	2.50e-39	150
3848	TRINITY_DN18_c0_g1_i4	100.000	130	0	0	1	130	248	377	2.51e-66	241
3867	TRINITY_DN20_c0_g1_i2	100.000	28	0	0	1	28	1161	1188	1.65e-10	52.8
3904	TRINITY_DN20_c0_g1_i2	100.000	50	0	0	1	50	1323	1274	2.33e-22	93.5
3907	TRINITY_DN19_c0_g1_i1	99.742	388	1	0	1	388	619	232	0.0	712
3914	TRINITY_DN20_c0_g1_i2	100.000	67	0	0	12	78	1443	1377	1.44e-31	124
3924	TRINITY_DN23_c0_g2_i1	100.000	139	0	0	1	139	188	326	2.66e-71	257
3937	TRINITY_DN22_c0_g2_i3	100.000	37	0	0	1	37	443	479	2.51e-15	69.4
3972	TRINITY_DN20_c0_g1_i2	100.000	41	0	0	1	41	1350	1310	1.76e-17	76.8
4006	TRINITY_DN22_c0_g2_i3	100.000	28	0	0	1	28	293	266	1.65e-10	52.8
4019	TRINITY_DN22_c0_g2_i2	99.010	101	1	0	1	101	972	872	1.15e-48	182
4026	TRINITY_DN18_c0_g1_i4	100.000	32	0	0	1	32	422	391	1.25e-12	60.2
4034	TRINITY_DN20_c0_g1_i4	100.000	71	0	0	1	71	252	182	7.67e-34	132
4093	TRINITY_DN17_c0_g1_i4	100.000	41	0	0	1	41	50	90	1.76e-17	76.8
4151	TRINITY_DN22_c0_g2_i2	100.000	54	0	0	1	54	2452	2399	1.55e-24	100
4209	TRINITY_DN21_c0_g1_i10	100.000	85	0	0	1	85	904	820	1.58e-41	158
4216	TRINITY_DN21_c0_g2_i4	100.000	107	0	0	1	107	707	601	1.23e-53	198
4255	TRINITY_DN21_c0_g2_i4	100.000	42	0	0	1	42	35	76	5.07e-18	78.7
4255	TRINITY_DN21_c0_g2_i4	100.000	42	0	0	1	42	93	134	5.07e-18	78.7
4290	TRINITY_DN17_c0_g1_i3	100.000	140	0	0	1	140	207	346	1.22e-71	259
4291	TRINITY_DN22_c0_g2_i2	100.000	37	0	0	1	37	2433	2469	2.51e-15	69.4
4305	TRINITY_DN22_c0_g2_i2	100.000	48	0	0	1	48	1916	1869	2.85e-21	89.8
4308	TRINITY_DN22_c0_g2_i3	100.000	28	0	0	1	28	465	492	1.65e-10	52.8
4328	TRINITY_DN12_c0_g1_i1	100.000	84	0	0	1	84	269	352	5.61e-41	156
4332	TRINITY_DN22_c0_g2_i2	100.000	105	0	0	1	105	2267	2371	1.55e-52	195
4346	TRINITY_DN18_c0_g1_i4	98.810	84	1	0	1	84	99	16	2.61e-39	150
4353	TRINITY_DN16_c0_g1_i21	100.000	36	0	0	1	36	1509	1544	8.63e-15	67.6
4362	TRINITY_DN16_c0_g1_i21	100.000	40	0	0	1	40	856	817	6.10e-17	75.0
4386	TRINITY_DN21_c0_g1_i8	100.000	161	0	0	1	161	1447	1607	1.85e-83	298
4440	TRINITY_DN22_c0_g2_i2	100.000	74	0	0	1	74	1628	1555	1.74e-35	137
4488	TRINITY_DN15_c0_g1_i1	100.000	147	0	0	1	147	543	689	1.01e-75	272
4505	TRINITY_DN21_c0_g3_i1	100.000	131	0	0	1	131	96	226	7.04e-67	243
4507	TRINITY_DN15_c0_g1_i1	100.000	61	0	0	1	61	690	750	2.33e-28	113
4526	TRINITY_DN16_c0_g1_i21	100.000	78	0	0	1	78	1392	1315	1.11e-37	145
4571	TRINITY_DN20_c0_g1_i2	100.000	32	0	0	1	32	1131	1100	1.25e-12	60.2
4628	TRINITY_DN16_c0_g1_i21	100.000	41	0	0	1	41	1552	1592	1.76e-17	76.8
