TRINITY_DN1_c0_g1_i1	301	99.677	310	1	0	2	311	313	4	2.02e-164	568
TRINITY_DN0_c0_g1_i1	4290	100.000	171	0	0	1	171	171	1	9.70e-89	316
TRINITY_DN13_c0_g1_i1	4	100.000	174	0	0	4	177	1	174	2.26e-90	322
TRINITY_DN12_c0_g1_i1	3914	96.154	78	3	0	66	143	1	78	2.79e-32	128
TRINITY_DN18_c0_g1_i1	3438	100.000	442	0	0	1	442	1	442	0.0	817
TRINITY_DN11_c0_g1_i1	699	100.000	152	0	0	384	535	1	152	5.51e-78	281
TRINITY_DN5_c0_g1_i1	2270	99.838	616	1	0	250	865	674	59	0.0	1133
TRINITY_DN6_c0_g1_i1	3924	100.000	139	0	0	421	559	139	1	9.82e-71	257
TRINITY_DN2_c0_g1_i1	4745	100.000	295	0	0	1	295	295	1	1.11e-157	545
TRINITY_DN16_c0_g1_i1	3907	99.742	387	1	0	1	387	1	387	0.0	710
TRINITY_DN15_c0_g1_i1	959	100.000	383	0	0	31	413	413	31	0.0	708
TRINITY_DN10_c0_g1_i1	816	100.000	187	0	0	370	556	189	3	1.73e-97	346
TRINITY_DN10_c0_g1_i2	816	100.000	187	0	0	70	256	189	3	8.37e-98	346
TRINITY_DN10_c0_g1_i3	816	100.000	187	0	0	322	508	189	3	1.58e-97	346
TRINITY_DN3_c1_g1_i1	2982	100.000	175	0	0	960	1134	1	175	1.54e-90	324
TRINITY_DN4_c0_g1_i1	3747	99.353	309	2	0	1	309	27	335	3.35e-162	560
TRINITY_DN14_c0_g1_i1	135	100.000	368	0	0	248	615	368	1	0.0	680
